Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Guest Houses,SEYANA ECO LODGE,"LANKAGAMA,NELUWA,GALLE",6,C,Galle,Galle,Neluwa Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL BAR AND HOTEL,"NO 44,KINGS STREET,KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.63758,7.295276
Guest Houses,AARYA HOTEL,"KOLONGALLA ESTATE,RANDENIYA,HIRIWADUNNA",7,A,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.382392,7.272594
Guest Houses,RIMACO HOTEL,"NO 01,COLOMBO RD,KAHATHUDUWA",6,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
Guest Houses,THEVNI RECEPTION HALL AND HOLIDAY RESORT,"216,ARAKWILA,BOPE,PADUKKA",15,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.14494,6.817573
Guest Houses,PLATINUM RESORT,"NEW KANDY ROAD,NELUMKULAMA,ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,EURO STAR HOLIDAY INN,"KADAWATHA ROAD , ULHITIYAWA , WENNAPPUWA",5,C,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,NULL,NULL
Guest Houses,MIRISSA BAY RESORT,"UDUPILA,MIRISSA",9,B,Matara,Uhana Pradeshiya Sabha,Weligama Divisional Secretariat,80.459803,5.944825
Guest Houses,NEW CASAROMANA REST,"NO : 03 ,KULIYAPITIYA ROAD ,HETTIPOLA",6,B,Kurunegala,Kurunegala,Kuliyapitiya East Divisional Secretariat,NULL,NULL
Guest Houses,GOLDEN VIEW,"NO 68,EGODAWATTA,BORALESGAMUWA",11,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
Guest Houses,NICE PLACE RESTURANT & BUNGALOWS,"INAMALUWA,DAMBULLA.",7,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.691631,7.909657
Guest Houses,PREMACHANDRA TOURIST HOTEL,"NO 15,NADEE MAWATHA,EGODA UYANA,MORATUWA",10,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,NULL,NULL
Guest Houses,THILINA REST HOUSE,"WADAKADA,NARAMMALA ROAD,KAIKOLE,POLGAHAWELA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
Guest Houses,SEMILA GREEN GARDEN HOTEL,"NO 152,KODIKARA WATHTHA,MADATUGAMA",8,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,TISSA INN,"WELLAWAYA ROAD,TISSAMAHARAMA",12,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
Guest Houses,GREEN WOOD TOURIST GUEST HOUSE,ALIKANDAWATTA ELAHERA,6,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
Guest Houses,DE SILVA WIND RESORT KALPITIYA,"PUDUKUDUIRUPPU,SEETHAWADI,KALPITIYA",9,B,Puttalam,Puttalam,Puttalam Divisional Secretariat,79.740314,8.230936
Guest Houses,TEA BUSH HOTEL,"NO:29,HADDON HILL ROAD,NUWARA ELIYA",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762923,6.962004
Guest Houses,GRAND REGENT,"GALKOTUWA, POTHANA, KIMBISSA, SIGIRIYA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722325,7.934016
Guest Houses,"DANYAA RESTAURANT,BAR & ACCOMMODATION","NO.605, BAR ROAD, BATTICALOA",6,C,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL
Guest Houses,THE HIDEOUT SIGIRIYA HOLIDAY RESORT,"PALUTAWA ROAD,RANGIRIGAMA,KIMBISSA",9,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722329,7.934016
Guest Houses,ASVIKA HOTEL,"NO.09, SAWMIYAPURAM, KOTAGALA",14,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.597509,6.916606
Guest Houses,NUMBER TWENTY VILLA,"NO 20,MIDDLE STREET,FORT,GALLE",5,B,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
Guest Houses,CINNAMON INN,"CINNAMON INN,KONGALA,HAKMANA",5,B,Matara,Matara,Hakmana Divisional Secretariat,NULL,NULL
Guest Houses,WIMAL RESORT,"274/24,PARANGIYA WATTA,PEELLAGODA,UNAWATUNA",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.248947,6.010034
Guest Houses,NOOIT GEDACHT CASTLE O VILLA,"182, MATARA ROAD, UNAWATUNA",38,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,NIL DIYA MANKADA SAFARI LODGE,"C.D.E.PLACE,WALAWEGAMA,UDAWALAWA",5,A,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.840427,6.417966
Guest Houses,AMAL VILLA,"ROBOLGODA,BENTHOTA",7,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.001058,6.411774
Guest Houses,PIGEON ISLAND VIEW GUEST HOUSE,"9TH MILE POST,NILAVELI",12,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.197698,8.686514
Guest Houses,CEYLONICA BEACH,"NO 47,LEWIS PLACE,NEGOMBO",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.839985,7.222095
Guest Houses,PAHAN LANKA FAMILY RESTURANT,"MILLAGAS JUNCTION,PANNIPITIYA,WASKADUWA",6,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Guest Houses,CORAL SEAS BEACH RESORT,"N0.346, GALLE ROAD, HIKKADUWA",8,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100077,6.134225
Guest Houses,AMANDA HILLS KANDY,"65, SARANANKARA ROAD, KANDY",12,B,Kandy,Kandy,Kandy Divisional Secretariat,80.641838,7.287181
Guest Houses,GAMODH CITADEL RESORT,"LOLUWAGODA ,ELAYAPATHTHUWA,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.364711,8.364036
Guest Houses,SANDAELIYA HOLIDAY RESORT AND GUEST HOUSE,"KIRINDA ROAD,KAMBURUPITIYA",9,C,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,NULL,NULL
Guest Houses,THE LAVENDER HOUSE,"HELABODA ESTATE,KATUKITHULA,PUSSALLAWA",5,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,NULL,NULL
Guest Houses,YALA CARAVAN VILLAGE,"84,GURUGODA,PALATUPANA,KIRINDA,TISSAMAHARAMAYA",8,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.372383,6.23996
Guest Houses,TISSA WAWU HOTEL,"POTHANAGAMA ,GALWALA ROAD,ANURADHAPURA.",52,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,MUTHUWELI BEACH RESORT,"7/1A,NEW GALLE ROAD,EGODAUYANA,MORATUWA",5,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.894659,6.73596
Guest Houses,MIDKY HOTEL,"NO.405, KANDY ROAD, BAMBARAKELE, NUWARAELIYA",8,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.753551,6.981969
Guest Houses,LANTERN,"NO.71,MATARA ROAD,KAMBURUGAMUWA,MATARA.",6,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,6.879486
Guest Houses,NA SEVANA INN,"74,KANDY ROAD,WEWALDENIYA",10,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.154731,7.198057
Guest Houses,KITESURFING LANKA,"DUTCH BAY ROAD,KANDAKULIYA,KALPITIYA",6,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,NULL,NULL
Guest Houses,SILVER RING VILLAGE HOTEL,"NO:52/1,KIDAGAMMULLA,GAMPAHA",8,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.008895,7.080992
Guest Houses,RANDIYATHA HOTEL,"KUNCHIKULAM, IPOLOGAMA, ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,HOTEL SUNHILL,"NO.18 UNIQUE VIEW ROAD,NUWARAELIYA",15,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765423,6.963377
Guest Houses,ROYAL SEAWIND,"NO 26,BEACH ROOD POLHENA-MATARA.",11,B,Matara,Matara,Matara Divisional Secretariat,80.527579,5.936933
Guest Houses,VIKUM AND WARUNIKA HOTELS,"800/11, COLOMBO ROAD, KURANA, NEGOMBO",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,RIVI RAS HOTEL,"50/2 DE SANAM ROAD,MT LAVINIA.",25,A,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.86366,6.836248
Guest Houses,DE BLUEMARYEN HOTEL,"NO:78 A,LAKE ROUND,KURUNAGALA",5,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL MADARA,"KANDY ROAD,THIRAPPANI,ANURADHAPURA",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,LEON REST,"A 9 ROAD,PIHILLAWATTA,KAWDUPELALLA,MATALE.",6,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
Guest Houses,AYUBOWAN GUEST HOUSE,"47/55 SCHOOL LANE ETTUKALA,NEGOMBO",6,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.843597,7.235167
Guest Houses,SAMREN RESTAURANT,"NO.126, SIRIBOPURA, HAMBANTOTA",12,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.126983,6.148158
Guest Houses,HOTEL LUX ETOILES,"NO 34,CHETTY STREET LANE,NALLUR,JAFFNA",22,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,SEA VIEW HOTELS,"NO.15, SEA VIEW AVENUE, COLOMBO 03",23,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Guest Houses,BEVERLY HILLS HOTEL,"NO.27,DE SARAM ROAD,MOUNT LAVINIA",24,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,79.86486,6.839056
Guest Houses,HILL HOUSE - KANDY,"NO:60/83,INNER CIRCULAR ROAD,ANIWATE,KANDY",11,A,Kandy,Kandy,Kandy Divisional Secretariat,80.650322,7.283531
Guest Houses,ARALIYA INN,"NO:20/1B,SRI SUMANGALA MAWATHA,POLGAHAWELA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.62592,7.291109
Guest Houses,SERGEANT HOUSE,"NO:381,MATARA ROAD,GANAHENA,UNAWATUNA,GALLE",5,A,Galle,Galle,Galle Divisional Secretariat,80.253185,6.006796
Guest Houses,NEPTUNE RESTAURANT AND GUEST HOUSE,"NO.484, PELENE, WELIGAMA",20,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
Guest Houses,IMAGINE LEISURE,"234,EKANAYAKAWATTA,KAMBURUGAMUWA",9,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
Guest Houses,OAK-RAY ORCHID REST,"NO.291, SIRIMAVO BANDARANAYAKE MAWATHA, KANDY",6,B,Kandy,Kandy,GANGAWATA KORALAYA,NULL,NULL
Guest Houses,OPULENT RIVER FACE HOTEL,"NO 166,KOSWATTA ROAD,NAWALA,RAJAGIRIYA",15,A,Colombo,Colombo,Colombo Divisional Secretariat,79.901574,6.901552
Guest Houses,RAJANAWA HERITAGE RESORT,"HILBURN WATTA,MARAPANA,RATHNAPURA",10,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.432552,6.664646
Guest Houses,FIRE DRAGON GUEST HOUSE,"111/05,ST ANN'S LANE,PALANGATHURE,KOCHCHIKADE,NEGOMBO",7,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,SEVANA CITY HOTEL,"NO 84,PERADENIYA ROAD,KANDY",15,A,Kandy,Kandy,Kandy Divisional Secretariat,80.63163,7.291993
Guest Houses,PALMYRAH HOUSE,"THALAIMANNARAMA ROAD, KARISAL, MANNAR",5,A,Mannar,Jaffna,Manmunai North Divisional Secretariat,79.848231,9.064469
Guest Houses,DIYAMBA BEACH RESORT,"KANDAKULIYA BEACH ROAD,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.713051,8.215804
Guest Houses,ROYAL BEACH HOTEL,"35/1,SRI DHARMAPALA ROAD,MT.LAVINIA",8,B,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL
Guest Houses,PURPLE SUN HOLIDAY RESORT,"NO 66/20,NEW RATHNAPURA ROAD,AVISSAWELLA",21,A,Colombo,Colombo,Hanwella,80.211651,6.947997
Guest Houses,HURULU SEVENA HOTEL,"JAYAMPATHIE,KAHATAGASDIGILIYA.",13,C,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,LIVING HERITAGE KOSLANDA,"EGODAWATTE ESTATE,NAULLA,KOSLANDA,UVA",5,A,Badulla,Badulla,Badulla Divisional Secretariat,81.0215135,6.7299126
Guest Houses,MAS VILLA,"PAHALA WALAWWWA,MASWELA,KOTHMALE",7,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,NULL,NULL
Guest Houses,COOP INN,NO 350 TRINCOMALEE ROAD BATTICALOA,12,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.690772,7.725563
Guest Houses,AMAGI BEACH,"BEACH ROAD,MARAWILA",10,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81656,7.414444
Guest Houses,HOTEL SEE KANDY,"NO:38/14,RAJAPHILLA MAWATHA,KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.64072,7.287999
Guest Houses,HARTLAND CITY,"PUWAKWATTA JUNCTION,PADUKKA ROAD,MEEGODA",5,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
Guest Houses,MOONSTONE VILLAS,"336, MATARA ROAD, TANGALLE",7,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.79178,6.019395
Guest Houses,SARASA PARK HOTEL,"NO:18,RUKMANI DEVI MAWATHA,NEGOMBO",12,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
Guest Houses,PJ HOTEL,"AVARNKAL JUNCTION,ACTCHUWELY SOUTH,ACTCHWELY,JAFFNA",19,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,,
Guest Houses,AMBA AYURVEDA BOUTIQUE HOTEL,"704, WALAGEDARA, GALLE ROAD,BALAPITIYA",6,A,Galle,balapitiya,Balapitiya Divisional Secretariat,NULL,NULL
Guest Houses,MILTONS BEACH RESORT,"GANAHENA,UNAWATUNA",28,B,Galle,Galle,Habaraduwa Divisional Secretariat,80.253973,6.005965
Guest Houses,PEARL OCEANIC RESORT,"10/1,WARD NO 03,SAMPALTHIVU,TRINCOMALEE",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.222994,8.636459
Guest Houses,LOURDES INN HOTEL,"20/4,3RD LANE,MAGASTHOTHA,NUWARA ELIYA.",18,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.787634,6.946254
Guest Houses,PUETZ BEACH RESORT,"WELANKANNI MAWATHA,SINDATHRIYA,WAIKKALA",12,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,NULL,NULL
Guest Houses,HEAVEN SEVEN,"NO 24,HADON HILL ROAD,NUWARA ELIYA",11,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765792,6.962279
Guest Houses,POLHENA REEF GARDEN HOTEL,"NO:30,BEACH ROAD,POLHENA,MATARA",18,B,Matara,Matara,Matara Divisional Secretariat,80.527084,5.937056
Guest Houses,SANCHARINA HOTEL,"156/41,WAJIRA ROAD,NAHENA,HUNUPITIYA,WATTALA",15,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.915357,6.984756
Guest Houses,SANDARASI INN,"NO:109/6,RAILWAY AVENUE,MAHARAGAMA",13,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Guest Houses,THE M G S HOTEL,"NO:283/A2,PUBUDU MAWATHA, ELPITIYA",6,A,Galle,Galle,Elpitiya Divisional Secretariat,80.162979,6.286796
Guest Houses,MIHILIYA GUEST HOUSE,"NO:420/B,A9 ROAD,OLUKARANDA,KEKIRAWA",5,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,SAMANALA HOTEL,"PUTTLAM ROAD,NOCHCHIYAGAMA",13,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
Guest Houses,ICE AGE HOTEL AND RESTURANT,"359,GALLE ROAD,BALAPITIYA",6,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.035357,6.267228
Guest Houses,HOTEL WEWALA BEACH,"NO. 380, GALLE ROAD, HIKKADUWA",20,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101644,6.130476
Guest Houses,HABARADUWA HOUSE VILLA,"HADYWATTA,HABARADUWA,GALLE",5,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL SUNRAY,"NO:117/8,ANAGARIKA DHARMAPALA MAWATHA,KANDY",19,A,Kandy,Kandy,Kandy Divisional Secretariat,80.648106,7.293095
Guest Houses,ROVINKA HOLIDAY RESORT AND RESTAURANT,"103,SOMARATHANA MAWATHA,BELLANVILA,BORALESGAMUWA",17,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Guest Houses,ROMAN BEACH,"777/2,THIRANAGAMA,HIKKADUWA",6,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.11307,6.122217
Guest Houses,ROMAN LAKE,"GODAGEDARA ROAD,PATHEGAMA,BALAPITIYA",8,A,Galle,Galle,Galle Divisional Secretariat,80.047578,6.296625
Guest Houses,HOTEL WEDDING HOUSE HOLIDAY INN,"128/A , MAHABODI MAWATHA, KANDY ROAD, KADAWATHA",14,B,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,80.085438,6.543719
Guest Houses,BAY VISTA HOTEL,"NO:227,MAIN STREET,ARUGAMBAY,ULLA,POTTUVIL",31,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.832278,6.841696
Guest Houses,D PAVILION INN,"82,STRATFORD AVENUE,COLOMBO 06.",5,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Guest Houses,MILANO GRAND NEW REST HOUSE,"50,KANDY ROAD,DAMBULLA",5,A,Matale,Chilaw Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653394,7.886598
Guest Houses,HOTEL MAHANUGE,"25TH MILE POST, BENDIWEWA.",12,A,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,NULL,NULL
Guest Houses,THE BLUE BEACH EXOTICAA,"NO 18,MEDA PATUMAGA,THALPITIYA.",12,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
Guest Houses,NEW RAMADHA GUEST HOUSE,"BATTICALOA ROAD, KADURUWELA.",18,B,Polonnaruwa,Tamankaduwa Pradeshiya Sabha,Thamankaduwa Divisional Secretariat,81.02297,7.938499
Guest Houses,LAKE VIEW RESTAURANT,"158,KESBEWA.",5,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
Guest Houses,GAYA FAMILY RESORT,"NO 01,WALAW WATTA,MAWATHAGAMA",8,B,Kurunegala,Mawathagama Pradeshiya Sabha,Mawathagama Divisional Secretariat,80.447656,7.435825
Guest Houses,GRINDLAYS REGENCY,"RANWALA ROAD,ALAWATTE,ALAWWA",16,A,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat,80.243812,7.291324
Guest Houses,LOTUS PARADISE,"PANNALA,GODAGEDARA,BALAPITIYA",8,A,Galle,balapitiya,Ambalangoda Divisional Secretariat,NULL,NULL
Guest Houses,OMEEKA RESTAURANT AND HOTEL,"509/2A , SUSILARAMA ROAD, MALABE",5,A,Colombo,Colombo,Colombo Divisional Secretariat,79.964911,6.901956
Guest Houses,RANAWARA,"NO:98 , THILAWATANA WATTE , KAHANDA MODARA , RANNA",7,A,Galle,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
Guest Houses,SHINY LAKESIDE RESORT,"MARAGAHA HENA,PUNCHI PATHANA,HIKKADUWA",13,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.119331,6.141849
Guest Houses,LE REVE DIKKA,"NO.583,GALLE ROAD,NARIGAMA,HIKKADUWA.",5,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
Guest Houses,SAMROSE HOTEL,"NO.83 POLHENA,MALLAWAGEDARA",5,B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,80.021706,7.314503
Guest Houses,KALUNDEWA RETREAT,"KALUNDEWA RETREAT, DAMBULU OYA, DAMBULLA",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.678874,7.798901
Guest Houses,HOTEL MIHINTALE,ANURADHAPURA ROAD MIHINTALE.,10,A,Anuradhapura,Mihintale Pradeshiya Sabha,Mihintale,NULL,NULL
Guest Houses,MELBOURNE TOURIST REST,"388/28, HARISCHANDRA MW, STAGE 1, ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.41572,8.331264
Guest Houses,WHITE VILLA RESORT AND RESTAURNT,"22/50,THOTAWATHTHA ROAD,AHUNGALLA.",5,A,Galle,balapitiya,Balapitiya Divisional Secretariat,NULL,NULL
Guest Houses,DICKMAN RESORT,"NO. 26/7, PORUTHOTA ROAD, NEGOMBO",10,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.843546,7.240904
Guest Houses,HOTEL LION NATURE,"DIMBULAMURAYA,ELLA ROAD,WELLAWAYA",7,A,Moneragala,Wellawaya,Moneragala Divisional Secretariat,81.099745,6.750513
Guest Houses,SUNSET BEACH PARADISE HOTEL,"ROMAN PARK, MUDUKATUWA SOUTH, MARAWILA",9,A,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,NULL,NULL
Guest Houses,ARUGAMBAY SURFERS VILLA,"MAIN STREET, ARUGAMBAY SOUTH, POTTUVIL 05",30,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,NULL,NULL
Guest Houses,GAMAGE NEST AND REST,"MIRISWATTA,KAMBURUPITIYA.",9,B,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,NULL,NULL
Guest Houses,SERENE VILLA,"NO.395, KANDY ROAD,NUWARA-ELIYA.",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
Guest Houses,SERENE GRAND VILLA,"NO 38, RAJAPIHILLA MAWATHA, KANDY.",9,A,Kandy,Kandy,Kandy Divisional Secretariat,80.641494,7.286576
Guest Houses,HOTEL ITALIA,"NO 6 HEENELA ROAD,VILEGODA,AMBALANGODA",14,A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,NULL,NULL
Guest Houses,ORIOLE VILLA,"324,WELLATOTA WATHTHA, KANAHINTOTA,BENTOTA",10,A,Galle,Galle,Benthota Divisional Secretariat,80.047826,6.388051
Guest Houses,NORFOLK HERITAGE AIRPORT VILLA,"55, LION CITY, 5TH LANE, KATUNAYAKE.",5,B,Gampaha,Seeduwa,Katana Divisional Secretariat,79.876476,7.152263
Guest Houses,THE FRANGIPANI TREE,"NO.812, MATARA ROAD, MIHIRIPENNA, THALPE.",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,THE SENARO HOLIDAY INN,"POLA PARA, 22 JUNCTION, JAYANTHIPURA, POLONNARUWA.",10,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.965229,7.985676
Guest Houses,ELEPHAS RESORT,"NO.47/B AUDANGAWA,KIMBISSA,SIGIRIYA.",16,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.734719,7.995286
Guest Houses,U.S. HOTEL,"855,HOSPITAL ROAD,JAFFNA.",20,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.025328,9.661277
Guest Houses,HONORS CLUB,"NO.351,PORUTHOTA ROAD,PALANGATURE,KOCHCHIKADE,NEGOMBO.",30,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,KINGDOM RESORT,"WALGAMPOKUNA, GODAUDA, KOTTEGODA.",8,A,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
Guest Houses,RONNY COTTAGE,"NO.71/3, PALANGATHURE EAST, KOCHCHIKADE.",16,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,LANKA BEACH HOTEL,"NO.84/1, PALAGATHURE, KOCHCHIKADE.",15,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842141,7.2502
Guest Houses,PRINTERS VILLA,"NO.39,PEDLAR STREET,FORT,GALLE",13,A,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
Guest Houses,LAYA WAVES,"KALKUDAH,PASSIKUDAH.",8,A,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.568172,7.918173
Guest Houses,SANOGA RESORT,"MORAGASWEWA, HABARANA",5,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.78126,8.029151
Guest Houses,KITE BEACH VILLAS,"KUDAWA,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.724361,8.226058
Guest Houses,AJITH PUTHA GRAND,"IRATTAKULAMA ROAD,MADAMPE.",6,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,NULL,NULL
Guest Houses,MOUNT FIELD RESORT,"NO.166 KM POST, BADULLA ROAD, HALPE, BELIHULOYA.",21,A,Ratnapura,Balangoda,Imbulpe Divisional Secretariat,80.825858,6.737361
Guest Houses,GOLDEN HOLIDAY GUEST HOUSE,"NO.17/19 C,PONNAMPALAM 4TH LANE,JAFFNA.",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,PEARL RICH HOTEL & BANQUET HALL,"NO.727,COLOMBO ROAD,KADUGANNAWA",5,B,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.535768,7.261431
Guest Houses,TRINCO BEACH HOTEL,"328, DYKE STREET, TRINCOMALEE",10,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.238617,8.567845
Guest Houses,RG'S DAWN AND DUSK,"NO.35,37,JAYA ROAD,COLOMBO 04",9,A,Colombo,Colombo,Colombo Divisional Secretariat,79.854959,6.886227
